batter,bowler,Runs,Balls,Outs,StrikeRate
DR Smith,DJ Muthuswami,12,10,0,120.0
DR Smith,DL Vettori,16,9,0,177.77777777777777
DR Smith,DS Kulkarni,13,11,0,118.18181818181819
DR Smith,DW Steyn,27,36,0,75.0
DR Smith,GB Hogg,14,13,0,107.6923076923077
DR Smith,GJ Maxwell,27,11,1,245.45454545454547
DR Smith,GS Sandhu,6,3,0,200.0
DR Smith,HH Pandya,25,17,0,147.05882352941177
DR Smith,HV Patel,11,11,2,100.0
DR Smith,Harbhajan Singh,72,51,4,141.1764705882353
DR Smith,I Sharma,44,39,1,112.82051282051282
DR Smith,IK Pathan,4,11,0,36.36363636363637
DR Smith,Imran Tahir,14,15,3,93.33333333333333
DR Smith,Iqbal Abdulla,82,49,1,167.3469387755102
DR Smith,J Suchith,37,17,0,217.6470588235294
DR Smith,J Syed Mohammad,5,5,1,100.0
DR Smith,JA Morkel,63,36,1,175.0
DR Smith,JD Unadkat,37,25,0,148.0
DR Smith,JDP Oram,11,3,0,366.66666666666663
DR Smith,JDS Neesham,8,5,0,160.0
DR Smith,JH Kallis,9,13,1,69.23076923076923
DR Smith,JJ Bumrah,28,22,0,127.27272727272727
DR Smith,JP Duminy,5,7,0,71.42857142857143
DR Smith,JP Faulkner,60,32,1,187.5
DR Smith,JR Hopes,1,2,0,50.0
DR Smith,KA Pollard,17,6,0,283.33333333333337
DR Smith,KC Cariappa,1,4,0,25.0
DR Smith,KK Cooper,9,11,1,81.81818181818183
DR Smith,KV Sharma,49,37,2,132.43243243243242
DR Smith,KW Richardson,7,4,1,175.0
DR Smith,Karanveer Singh,26,12,0,216.66666666666666
DR Smith,Kuldeep Yadav,4,2,0,200.0
DR Smith,L Balaji,27,39,1,69.23076923076923
DR Smith,LH Ferguson,13,8,0,162.5
DR Smith,LR Shukla,13,9,0,144.44444444444443
DR Smith,M Ashwin,1,3,0,33.33333333333333
DR Smith,M Morkel,5,2,0,250.0
DR Smith,M Muralitharan,7,9,2,77.77777777777779
DR Smith,M de Lange,0,13,0,0.0
DR Smith,MA Starc,25,30,1,83.33333333333334
DR Smith,MC Henriques,21,9,1,233.33333333333334
DR Smith,MF Maharoof,2,4,0,50.0
DR Smith,MG Johnson,20,12,0,166.66666666666669
DR Smith,MJ McClenaghan,25,25,1,100.0
DR Smith,MM Sharma,44,30,1,146.66666666666666
DR Smith,MS Gony,10,5,0,200.0
DR Smith,Mohammad Nabi,12,9,0,133.33333333333331
DR Smith,Mohammed Shami,40,22,1,181.8181818181818
DR Smith,Mohammed Siraj,6,7,0,85.71428571428571
DR Smith,NLTC Perera,7,7,1,100.0
DR Smith,NM Coulter-Nile,1,4,0,25.0
DR Smith,P Awana,14,15,0,93.33333333333333
DR Smith,P Kumar,41,40,1,102.49999999999999
DR Smith,P Negi,1,2,0,50.0
DR Smith,P Suyal,11,9,0,122.22222222222223
DR Smith,PJ Cummins,5,10,2,50.0
DR Smith,PJ Sangwan,2,3,0,66.66666666666666
DR Smith,PP Chawla,14,8,1,175.0
DR Smith,PP Ojha,19,14,1,135.71428571428572
DR Smith,PV Tambe,15,10,0,150.0
DR Smith,Parvez Rasool,20,5,0,400.0
DR Smith,R Ashwin,40,22,1,181.8181818181818
DR Smith,R Bhatia,30,16,1,187.5
DR Smith,R Dhawan,5,7,0,71.42857142857143
DR Smith,R McLaren,9,6,0,150.0
DR Smith,R Rampaul,10,7,1,142.85714285714286
DR Smith,R Vinay Kumar,33,20,0,165.0
DR Smith,RA Jadeja,23,20,1,114.99999999999999
DR Smith,RD Chahar,10,6,0,166.66666666666669
DR Smith,RE van der Merwe,4,2,1,200.0
DR Smith,RP Singh,4,8,0,50.0
DR Smith,RR Raje,9,5,0,180.0
DR Smith,Rashid Khan,18,10,1,180.0
DR Smith,S Aravind,15,11,2,136.36363636363635
DR Smith,S Kaul,3,3,0,100.0
DR Smith,S Nadeem,59,49,2,120.40816326530613
DR Smith,S Sreesanth,16,8,0,200.0
DR Smith,S Tyagi,7,2,0,350.0
DR Smith,SB Jakati,31,23,2,134.7826086956522
DR Smith,SK Trivedi,45,38,0,118.42105263157893
DR Smith,SK Warne,12,13,1,92.3076923076923
DR Smith,SL Malinga,21,28,1,75.0
DR Smith,SM Harwood,5,5,1,100.0
DR Smith,SMSM Senanayake,20,8,0,250.0
DR Smith,SN Thakur,2,5,1,40.0
DR Smith,SP Narine,10,16,1,62.5
DR Smith,SR Watson,29,31,0,93.54838709677419
DR Smith,ST Jayasuriya,24,19,2,126.3157894736842
DR Smith,STR Binny,21,14,2,150.0
DR Smith,SW Tait,24,14,0,171.42857142857142
DR Smith,Sandeep Sharma,30,28,2,107.14285714285714
DR Smith,Shakib Al Hasan,31,19,2,163.1578947368421
DR Smith,Sohail Tanvir,1,2,1,50.0
DR Smith,T Natarajan,7,2,0,350.0
DR Smith,T Thushara,9,4,0,225.0
DR Smith,TA Boult,14,14,0,100.0
DR Smith,TG Southee,14,10,0,140.0
DR Smith,TM Dilshan,1,2,0,50.0
DR Smith,UT Yadav,17,11,1,154.54545454545453
DR Smith,VR Aaron,20,13,1,153.84615384615387
DR Smith,VS Malik,19,15,0,126.66666666666666
DR Smith,VY Mahesh,2,4,1,50.0
DR Smith,WD Parnell,2,9,1,22.22222222222222
DR Smith,YK Pathan,13,8,1,162.5
DR Smith,YS Chahal,59,33,2,178.78787878787878
DR Smith,Z Khan,47,36,0,130.55555555555557
DS Kulkarni,A Nehra,1,2,1,50.0
DS Kulkarni,AS Rajpoot,5,3,0,166.66666666666669
DS Kulkarni,B Kumar,5,6,0,83.33333333333334
DS Kulkarni,B Lee,0,5,0,0.0
DS Kulkarni,BA Bhatt,1,3,1,33.33333333333333
DS Kulkarni,BW Hilfenhaus,4,3,0,133.33333333333331
DS Kulkarni,CJ Jordan,4,5,2,80.0
DS Kulkarni,DW Steyn,5,5,0,100.0
DS Kulkarni,HV Patel,1,1,0,100.0
DS Kulkarni,IK Pathan,1,1,0,100.0
DS Kulkarni,J Botha,1,3,0,33.33333333333333
DS Kulkarni,JA Morkel,5,2,0,250.0
DS Kulkarni,JJ Bumrah,5,2,0,250.0
DS Kulkarni,JO Holder,3,2,0,150.0
DS Kulkarni,MA Starc,1,7,1,14.285714285714285
DS Kulkarni,MJ McClenaghan,1,1,0,100.0
DS Kulkarni,MM Patel,0,2,1,0.0
DS Kulkarni,R Ashwin,19,10,1,190.0
DS Kulkarni,R Bhatia,1,4,1,25.0
DS Kulkarni,RA Jadeja,10,9,0,111.11111111111111
DS Kulkarni,RG Sharma,2,2,0,100.0
DS Kulkarni,RJ Harris,2,3,0,66.66666666666666
DS Kulkarni,RP Singh,3,4,0,75.0
DS Kulkarni,Rashid Khan,1,1,0,100.0
DS Kulkarni,S Kaul,1,1,0,100.0
DS Kulkarni,S Sreesanth,1,6,0,16.666666666666664
DS Kulkarni,SJ Srivastava,1,1,0,100.0
DS Kulkarni,SR Watson,8,2,0,400.0
DS Kulkarni,Sandeep Sharma,6,4,0,150.0
DS Kulkarni,Shivam Mavi,1,1,0,100.0
DS Kulkarni,TK Curran,2,2,0,100.0
DS Kulkarni,VRV Singh,1,6,0,16.666666666666664
DS Kulkarni,YS Chahal,2,4,1,50.0
DS Lehmann,B Lee,4,3,0,133.33333333333331
DS Lehmann,IK Pathan,3,7,1,42.857142857142854
DS Lehmann,JR Hopes,5,5,0,100.0
DS Lehmann,MF Maharoof,1,2,1,50.0
DS Lehmann,PP Chawla,5,2,0,250.0
DT Christian,A Singh,12,6,0,200.0
DT Christian,AB Agarkar,7,6,0,116.66666666666667
DT Christian,AJ Tye,7,5,0,140.0
DT Christian,AL Menaria,2,2,0,100.0
DT Christian,AM Salvi,7,8,0,87.5
DT Christian,AN Ahmed,9,5,0,180.0
DT Christian,AR Patel,1,2,0,50.0
DT Christian,Azhar Mahmood,5,3,1,166.66666666666669
DT Christian,B Kumar,8,6,0,133.33333333333331
DT Christian,BJ Hodge,1,1,0,100.0
DT Christian,BW Hilfenhaus,14,7,0,200.0
DT Christian,Basil Thampi,3,3,0,100.0
DT Christian,C de Grandhomme,6,1,0,600.0
DT Christian,CH Morris,2,2,1,100.0
DT Christian,CR Woakes,14,5,0,280.0
DT Christian,DJ Bravo,8,7,0,114.28571428571428
DT Christian,DS Kulkarni,2,4,1,50.0
DT Christian,GB Hogg,11,6,0,183.33333333333331
DT Christian,Harbhajan Singh,15,20,1,75.0
DT Christian,IK Pathan,11,13,0,84.61538461538461
DT Christian,Imran Tahir,1,2,0,50.0
DT Christian,Iqbal Abdulla,11,5,1,220.00000000000003
DT Christian,J Botha,19,11,0,172.72727272727272
DT Christian,JA Morkel,2,4,0,50.0
DT Christian,JD Unadkat,4,2,0,200.0
DT Christian,JDP Oram,1,4,0,25.0
DT Christian,JEC Franklin,0,1,1,0.0
DT Christian,JJ Bumrah,6,10,1,60.0
DT Christian,JP Faulkner,7,2,0,350.0
DT Christian,JR Hopes,5,6,1,83.33333333333334
DT Christian,KA Pollard,19,14,0,135.71428571428572
DT Christian,Kuldeep Yadav,3,4,0,75.0
DT Christian,L Balaji,8,3,0,266.66666666666663
DT Christian,LH Ferguson,6,4,0,150.0
DT Christian,M Morkel,2,4,0,50.0
DT Christian,MC Henriques,0,1,1,0.0
DT Christian,MG Johnson,4,2,1,200.0
DT Christian,MJ McClenaghan,4,5,0,80.0
DT Christian,MM Patel,10,12,2,83.33333333333334
DT Christian,MM Sharma,5,6,1,83.33333333333334
DT Christian,Mohammed Shami,2,2,1,100.0
DT Christian,Mujeeb Ur Rahman,5,9,0,55.55555555555556
DT Christian,NLTC Perera,1,2,1,50.0
DT Christian,P Awana,17,6,0,283.33333333333337
DT Christian,PC Valthaty,15,8,1,187.5
DT Christian,PJ Cummins,1,1,0,100.0
DT Christian,PJ Sangwan,7,3,0,233.33333333333334
DT Christian,PP Ojha,14,12,0,116.66666666666667
DT Christian,Pankaj Singh,5,2,0,250.0
DT Christian,R Ashwin,4,6,0,66.66666666666666
DT Christian,R Bhatia,3,6,1,50.0
DT Christian,R McLaren,13,4,0,325.0
DT Christian,R Sathish,2,3,0,66.66666666666666
DT Christian,R Sharma,3,4,0,75.0
DT Christian,RA Jadeja,8,13,0,61.53846153846154
DT Christian,RD Chahar,1,1,0,100.0
DT Christian,RJ Harris,4,4,0,100.0
DT Christian,RP Singh,4,5,0,80.0
DT Christian,Rashid Khan,1,1,0,100.0
DT Christian,S Aravind,1,3,1,33.33333333333333
DT Christian,S Kaul,6,6,2,100.0
DT Christian,S Nadeem,9,10,0,90.0
DT Christian,SB Jakati,2,3,1,66.66666666666666
DT Christian,SK Trivedi,3,7,1,42.857142857142854
DT Christian,SK Warne,2,3,0,66.66666666666666
DT Christian,SL Malinga,13,19,0,68.42105263157895
DT Christian,Sandeep Sharma,14,4,1,350.0
DT Christian,Shakib Al Hasan,3,5,0,60.0
DT Christian,Shivam Mavi,3,4,0,75.0
DT Christian,T Natarajan,1,2,1,50.0
DT Christian,TA Boult,1,2,0,50.0
DT Christian,UT Yadav,9,14,2,64.28571428571429
DT Christian,WD Parnell,2,2,0,100.0
DT Christian,Y Nagar,6,3,0,200.0
DT Christian,Yuvraj Singh,13,14,1,92.85714285714286
DT Christian,Z Khan,0,1,1,0.0
DT Patil,PP Chawla,4,1,0,400.0
DT Patil,SK Trivedi,3,5,0,60.0
DT Patil,SK Warne,6,7,1,85.71428571428571
DW Steyn,A Singh,4,2,1,200.0
DW Steyn,AB Dinda,4,1,0,400.0
DW Steyn,AB McDonald,1,2,1,50.0
DW Steyn,AD Russell,1,1,0,100.0
DW Steyn,AN Ahmed,2,3,0,66.66666666666666
DW Steyn,AR Patel,2,3,0,66.66666666666666
DW Steyn,B Kumar,1,2,1,50.0
DW Steyn,CH Morris,7,3,1,233.33333333333334
DW Steyn,CRD Fernando,0,3,1,0.0
DW Steyn,DJ Bravo,6,6,0,100.0
DW Steyn,DP Nannes,6,3,0,200.0
DW Steyn,F du Plessis,2,2,0,100.0
DW Steyn,Harmeet Singh,0,1,1,0.0
DW Steyn,IK Pathan,8,5,1,160.0
DW Steyn,Iqbal Abdulla,2,1,0,200.0
DW Steyn,JD Unadkat,8,9,1,88.88888888888889
DW Steyn,JP Faulkner,9,8,1,112.5
DW Steyn,Joginder Sharma,1,2,1,50.0
DW Steyn,KA Pollard,8,6,2,133.33333333333331
DW Steyn,KK Cooper,16,7,0,228.57142857142856
DW Steyn,KW Richardson,5,3,0,166.66666666666669
DW Steyn,L Balaji,5,6,1,83.33333333333334
DW Steyn,M Ashwin,1,1,0,100.0
DW Steyn,M Morkel,2,3,1,66.66666666666666
DW Steyn,M Muralitharan,0,3,1,0.0
DW Steyn,MG Johnson,5,6,0,83.33333333333334
DW Steyn,MM Patel,4,4,0,100.0
DW Steyn,MR Marsh,1,1,0,100.0
DW Steyn,P Kumar,1,3,0,33.33333333333333
DW Steyn,R Vinay Kumar,13,8,0,162.5
DW Steyn,RA Jadeja,4,10,1,40.0
DW Steyn,RJ Harris,1,2,0,50.0
DW Steyn,Ravi Bishnoi,0,1,0,0.0
DW Steyn,SK Trivedi,1,2,0,50.0
DW Steyn,SL Malinga,4,11,2,36.36363636363637
DW Steyn,SP Narine,6,2,1,300.0
DW Steyn,SR Watson,1,2,0,50.0
DW Steyn,STR Binny,2,2,0,100.0
DW Steyn,Sandeep Sharma,4,5,0,80.0
DW Steyn,UT Yadav,3,8,1,37.5
DW Steyn,VRV Singh,1,1,0,100.0
DW Steyn,WD Parnell,10,5,1,200.0
DW Steyn,Z Khan,5,4,1,125.0
Dhruv Jurel,A Mishra,7,5,0,140.0
Dhruv Jurel,A Nortje,5,3,1,166.66666666666669
Dhruv Jurel,AK Markram,7,2,0,350.0
Dhruv Jurel,AR Patel,2,2,0,100.0
Dhruv Jurel,AS Joseph,5,2,0,250.0
Dhruv Jurel,Abhishek Sharma,17,12,0,141.66666666666669
Dhruv Jurel,Akash Singh,2,3,1,66.66666666666666
Dhruv Jurel,Arshad Khan,2,2,0,100.0
Dhruv Jurel,Arshdeep Singh,15,7,0,214.28571428571428
Dhruv Jurel,Avesh Khan,0,1,1,0.0
Dhruv Jurel,C Green,1,3,0,33.33333333333333
Dhruv Jurel,DJ Willey,10,5,0,200.0
Dhruv Jurel,HV Patel,3,6,1,50.0
Dhruv Jurel,Harpreet Brar,2,3,0,66.66666666666666
Dhruv Jurel,Harshit Rana,1,1,0,100.0
Dhruv Jurel,J Little,4,5,0,80.0
Dhruv Jurel,K Rabada,1,3,0,33.33333333333333
Dhruv Jurel,KH Pandya,7,11,0,63.63636363636363
Dhruv Jurel,KK Ahmed,1,2,0,50.0
Dhruv Jurel,KV Sharma,6,3,0,200.0
Dhruv Jurel,Kuldeep Yadav,8,4,0,200.0
Dhruv Jurel,LH Ferguson,1,2,0,50.0
Dhruv Jurel,M Pathirana,20,8,0,250.0
Dhruv Jurel,M Theekshana,1,1,0,100.0
Dhruv Jurel,MG Bracewell,1,4,1,25.0
Dhruv Jurel,MM Ali,3,4,0,75.0
Dhruv Jurel,Mohammed Shami,6,2,1,300.0
Dhruv Jurel,Mohammed Siraj,21,10,0,210.0
Dhruv Jurel,Mohsin Khan,25,8,0,312.5
Dhruv Jurel,Mukesh Kumar,12,4,0,300.0
Dhruv Jurel,NT Ellis,8,3,0,266.66666666666663
Dhruv Jurel,Naveen-ul-Haq,5,7,0,71.42857142857143
Dhruv Jurel,Noor Ahmad,11,8,1,137.5
Dhruv Jurel,PJ Cummins,17,11,1,154.54545454545453
Dhruv Jurel,RD Chahar,11,5,0,220.00000000000003
Dhruv Jurel,RJW Topley,1,2,1,50.0
Dhruv Jurel,RP Meredith,0,1,1,0.0
Dhruv Jurel,Rashid Khan,1,1,0,100.0
Dhruv Jurel,Ravi Bishnoi,9,4,0,225.0
Dhruv Jurel,SM Curran,11,10,1,110.00000000000001
Dhruv Jurel,SN Thakur,12,8,0,150.0
Dhruv Jurel,SP Narine,1,3,1,33.33333333333333
Dhruv Jurel,Shahbaz Ahmed,9,4,0,225.0
Dhruv Jurel,Simarjeet Singh,7,5,0,140.0
Dhruv Jurel,T Natarajan,7,10,0,70.0
Dhruv Jurel,TU Deshpande,21,10,1,210.0
Dhruv Jurel,WD Parnell,0,3,0,0.0
Dhruv Jurel,Yash Dayal,1,1,0,100.0
Dhruv Jurel,Yash Thakur,19,13,0,146.15384615384613
E Lewis,A Mishra,8,7,1,114.28571428571428
E Lewis,AD Russell,2,3,2,66.66666666666666
E Lewis,AJ Tye,0,2,1,0.0
E Lewis,AS Rajpoot,4,6,0,66.66666666666666
E Lewis,Arshdeep Singh,0,1,1,0.0
E Lewis,B Kumar,1,3,1,33.33333333333333
E Lewis,B Stanlake,14,7,0,200.0
E Lewis,BA Stokes,7,7,0,100.0
E Lewis,CJ Anderson,1,3,1,33.33333333333333
E Lewis,CR Woakes,11,9,0,122.22222222222223
E Lewis,D Pretorius,14,10,0,140.0
E Lewis,DJ Bravo,18,17,1,105.88235294117648
E Lewis,DJ Hooda,8,4,0,200.0
E Lewis,DL Chahar,11,8,1,137.5
E Lewis,DS Kulkarni,17,11,2,154.54545454545453
E Lewis,DT Christian,21,10,0,210.0
E Lewis,GHS Garton,21,12,1,175.0
E Lewis,GJ Maxwell,29,23,0,126.08695652173914
E Lewis,HF Gurney,7,5,0,140.0
E Lewis,HV Patel,38,19,0,200.0
E Lewis,Harbhajan Singh,13,23,0,56.52173913043478
E Lewis,IC Porel,23,11,0,209.0909090909091
E Lewis,Imran Tahir,31,17,0,182.35294117647058
E Lewis,J Yadav,7,3,0,233.33333333333334
E Lewis,JC Archer,3,8,0,37.5
E Lewis,JD Unadkat,4,6,0,66.66666666666666
E Lewis,JJ Bumrah,9,7,1,128.57142857142858
E Lewis,JR Hazlewood,0,3,0,0.0
E Lewis,K Gowtham,11,7,0,157.14285714285714
E Lewis,KK Ahmed,1,2,0,50.0
E Lewis,Kuldeep Yadav,6,10,0,60.0
E Lewis,LE Plunkett,4,7,0,57.14285714285714
E Lewis,Lalit Yadav,2,8,1,25.0
E Lewis,M Prasidh Krishna,17,9,0,188.88888888888889
E Lewis,MJ Santner,1,2,1,50.0
E Lewis,MM Sharma,7,4,0,175.0
E Lewis,Mohammad Nabi,1,5,1,20.0
E Lewis,Mohammed Shami,6,11,0,54.54545454545454
E Lewis,Mohammed Siraj,15,13,0,115.38461538461537
E Lewis,Mujeeb Ur Rahman,0,2,1,0.0
E Lewis,N Rana,6,9,0,66.66666666666666
E Lewis,NM Coulter-Nile,5,3,0,166.66666666666669
E Lewis,PP Chawla,14,7,1,200.0
E Lewis,R Ashwin,8,7,0,114.28571428571428
E Lewis,R Tewatia,9,8,1,112.5
E Lewis,Rashid Khan,0,1,0,0.0
E Lewis,S Dube,16,4,0,400.0
E Lewis,S Gopal,18,7,0,257.14285714285717
E Lewis,S Kaul,6,4,1,150.0
E Lewis,S Lamichhane,1,1,0,100.0
E Lewis,S Nadeem,9,8,0,112.5
E Lewis,S Sandeep Warrier,8,10,0,80.0
E Lewis,SM Curran,14,6,0,233.33333333333334
E Lewis,SN Thakur,22,17,1,129.41176470588235
E Lewis,SP Narine,13,6,0,216.66666666666666
E Lewis,SR Watson,2,3,0,66.66666666666666
E Lewis,Sandeep Sharma,19,17,1,111.76470588235294
E Lewis,TA Boult,14,12,0,116.66666666666667
E Lewis,TK Curran,6,4,0,150.0
E Lewis,TU Deshpande,19,8,0,237.5
E Lewis,UT Yadav,6,6,0,100.0
E Lewis,VR Aaron,9,4,1,225.0
E Lewis,Washington Sundar,14,9,1,155.55555555555557
E Lewis,YS Chahal,23,13,0,176.9230769230769
EJG Morgan,A Ashish Reddy,2,2,0,100.0
EJG Morgan,A Mishra,29,21,0,138.0952380952381
EJG Morgan,A Nehra,1,1,0,100.0
EJG Morgan,A Nortje,15,12,2,125.0
EJG Morgan,AB McDonald,2,4,1,50.0
EJG Morgan,AD Mathews,3,4,0,75.0
EJG Morgan,AD Russell,6,9,0,66.66666666666666
EJG Morgan,AF Milne,3,5,0,60.0
EJG Morgan,AN Ahmed,0,2,1,0.0
EJG Morgan,AR Patel,3,5,0,60.0
EJG Morgan,AS Rajpoot,3,6,0,50.0
EJG Morgan,Abhishek Sharma,2,2,0,100.0
EJG Morgan,Arshdeep Singh,9,9,0,100.0
EJG Morgan,Azhar Mahmood,26,24,2,108.33333333333333
EJG Morgan,B Kumar,8,3,0,266.66666666666663
EJG Morgan,BA Bhatt,3,3,1,100.0
EJG Morgan,BA Stokes,22,10,1,220.00000000000003
EJG Morgan,BE Hendricks,0,2,1,0.0
EJG Morgan,BJ Hodge,10,5,0,200.0
EJG Morgan,Basil Thampi,21,9,1,233.33333333333334
EJG Morgan,C Sakariya,1,3,0,33.33333333333333
EJG Morgan,CH Morris,29,24,0,120.83333333333333
EJG Morgan,CJ Jordan,11,12,0,91.66666666666666
EJG Morgan,CK Langeveldt,2,2,0,100.0
EJG Morgan,CR Brathwaite,1,1,0,100.0
EJG Morgan,D Wiese,2,2,0,100.0
EJG Morgan,DJ Bravo,20,22,1,90.9090909090909
EJG Morgan,DJ Hooda,19,17,0,111.76470588235294
EJG Morgan,DJ Hussey,14,5,0,280.0
EJG Morgan,DL Chahar,6,4,1,150.0
EJG Morgan,DP Nannes,13,5,0,260.0
EJG Morgan,DS Kulkarni,1,6,0,16.666666666666664
EJG Morgan,DT Christian,10,13,1,76.92307692307693
EJG Morgan,DW Steyn,15,13,0,115.38461538461537
EJG Morgan,GB Hogg,0,1,0,0.0
EJG Morgan,GHS Garton,3,4,0,75.0
EJG Morgan,GJ Maxwell,45,20,0,225.0
EJG Morgan,HH Pandya,2,3,0,66.66666666666666
EJG Morgan,HV Patel,10,15,1,66.66666666666666
EJG Morgan,Harbhajan Singh,15,10,0,150.0
EJG Morgan,Harmeet Singh,8,6,0,133.33333333333331
EJG Morgan,I Sharma,4,4,0,100.0
EJG Morgan,I Udana,5,5,0,100.0
EJG Morgan,IK Pathan,5,6,0,83.33333333333334
EJG Morgan,J Botha,9,11,0,81.81818181818183
EJG Morgan,J Yadav,6,7,1,85.71428571428571
EJG Morgan,JA Morkel,6,8,1,75.0
EJG Morgan,JC Archer,9,10,0,90.0
EJG Morgan,JJ Bumrah,12,15,2,80.0
EJG Morgan,JL Pattinson,7,3,0,233.33333333333334
EJG Morgan,JP Duminy,8,8,1,100.0
EJG Morgan,JP Faulkner,11,9,0,122.22222222222223
EJG Morgan,JR Hazlewood,1,6,2,16.666666666666664
EJG Morgan,K Rabada,43,12,0,358.33333333333337
EJG Morgan,KA Pollard,9,7,0,128.57142857142858
EJG Morgan,KH Pandya,2,4,0,50.0
EJG Morgan,KJ Abbott,5,3,0,166.66666666666669
EJG Morgan,KK Cooper,5,8,1,62.5
EJG Morgan,KV Sharma,9,13,1,69.23076923076923
EJG Morgan,Kartik Tyagi,15,10,0,150.0
EJG Morgan,L Ngidi,8,9,1,88.88888888888889
EJG Morgan,Lalit Yadav,0,1,1,0.0
EJG Morgan,M Ashwin,7,3,0,233.33333333333334
EJG Morgan,M Kartik,0,2,1,0.0
EJG Morgan,M Morkel,10,5,0,200.0
EJG Morgan,M Muralitharan,6,7,0,85.71428571428571
EJG Morgan,MA Starc,9,5,1,180.0
EJG Morgan,MC Henriques,20,12,0,166.66666666666669
EJG Morgan,MG Johnson,11,9,1,122.22222222222223
EJG Morgan,MJ McClenaghan,4,12,1,33.33333333333333
EJG Morgan,MM Sharma,22,16,1,137.5
EJG Morgan,MP Stoinis,1,4,1,25.0
EJG Morgan,MR Marsh,1,4,2,25.0
EJG Morgan,MS Gony,6,4,0,150.0
EJG Morgan,Mohammad Nabi,15,16,2,93.75
EJG Morgan,Mohammed Shami,36,25,1,144.0
EJG Morgan,Mohammed Siraj,2,9,0,22.22222222222222
EJG Morgan,Mujeeb Ur Rahman,13,7,0,185.71428571428572
EJG Morgan,Mustafizur Rahman,6,4,0,150.0
EJG Morgan,NLTC Perera,20,7,0,285.7142857142857
EJG Morgan,NM Coulter-Nile,26,13,1,200.0
EJG Morgan,Navdeep Saini,11,3,0,366.66666666666663
EJG Morgan,P Awana,9,6,0,150.0
EJG Morgan,P Kumar,20,16,0,125.0
EJG Morgan,P Negi,7,3,0,233.33333333333334
EJG Morgan,P Parameswaran,5,10,0,50.0
EJG Morgan,PJ Cummins,16,10,1,160.0
EJG Morgan,PJ Sangwan,7,5,0,140.0
EJG Morgan,PP Chawla,39,24,0,162.5
EJG Morgan,PP Ojha,1,5,0,20.0
EJG Morgan,PV Tambe,21,12,1,175.0
EJG Morgan,Parvez Rasool,14,12,0,116.66666666666667
EJG Morgan,R Ashwin,8,10,2,80.0
EJG Morgan,R Dhawan,10,6,0,166.66666666666669
EJG Morgan,R Shukla,12,7,0,171.42857142857142
EJG Morgan,R Tewatia,7,6,0,116.66666666666667
EJG Morgan,R Vinay Kumar,18,18,1,100.0
EJG Morgan,RA Jadeja,12,10,0,120.0
EJG Morgan,RD Chahar,16,23,1,69.56521739130434
EJG Morgan,RG More,1,2,0,50.0
EJG Morgan,RN ten Doeschate,0,1,1,0.0
EJG Morgan,RP Singh,28,15,1,186.66666666666666
EJG Morgan,RR Powar,3,6,0,50.0
EJG Morgan,RV Gomez,9,8,0,112.5
EJG Morgan,Rashid Khan,21,29,1,72.41379310344827
EJG Morgan,Ravi Bishnoi,12,22,3,54.54545454545454
EJG Morgan,S Aravind,4,4,1,100.0
EJG Morgan,S Gopal,24,8,0,300.0
EJG Morgan,S Kaul,8,12,0,66.66666666666666
EJG Morgan,S Nadeem,7,7,1,100.0
EJG Morgan,S Sreesanth,16,17,0,94.11764705882352
EJG Morgan,SK Raina,3,9,1,33.33333333333333
EJG Morgan,SK Trivedi,13,9,0,144.44444444444443
EJG Morgan,SL Malinga,10,10,0,100.0
EJG Morgan,SM Curran,6,4,1,150.0
EJG Morgan,SN Thakur,10,16,0,62.5
EJG Morgan,SP Narine,14,11,0,127.27272727272727
EJG Morgan,SR Watson,29,13,1,223.0769230769231
EJG Morgan,STR Binny,9,8,0,112.5
EJG Morgan,SW Tait,18,6,0,300.0
EJG Morgan,Sandeep Sharma,5,5,0,100.0
EJG Morgan,Shakib Al Hasan,13,11,0,118.18181818181819
EJG Morgan,T Natarajan,20,11,0,181.8181818181818
EJG Morgan,TA Boult,8,6,0,133.33333333333331
EJG Morgan,TG Southee,8,7,1,114.28571428571428
EJG Morgan,TK Curran,22,15,0,146.66666666666666
EJG Morgan,UT Yadav,8,13,2,61.53846153846154
EJG Morgan,Washington Sundar,22,19,3,115.78947368421053
EJG Morgan,YK Pathan,1,1,0,100.0
EJG Morgan,YS Chahal,22,29,0,75.86206896551724
EJG Morgan,Z Khan,10,12,1,83.33333333333334
ER Dwivedi,B Kumar,5,6,1,83.33333333333334
ER Dwivedi,CJ Jordan,2,4,0,50.0
ER Dwivedi,SR Watson,12,3,1,400.0
ER Dwivedi,YS Chahal,5,2,0,250.0
F Behardien,AB Dinda,5,5,1,100.0
F Behardien,CJ Jordan,7,4,0,175.0
F Behardien,SR Watson,2,3,0,66.66666666666666
F Behardien,YS Chahal,0,1,1,0.0
F du Plessis,A Ashish Reddy,6,6,0,100.0
F du Plessis,A Mishra,63,61,1,103.27868852459017
F du Plessis,A Nehra,26,19,0,136.8421052631579
F du Plessis,A Nortje,26,17,1,152.94117647058823
F du Plessis,A Singh,17,10,0,170.0
F du Plessis,A Zampa,14,11,0,127.27272727272727
F du Plessis,AA Jhunjhunwala,2,6,0,33.33333333333333
F du Plessis,AB Dinda,7,5,0,140.0
F du Plessis,AD Mathews,10,6,0,166.66666666666669
F du Plessis,AD Russell,47,28,0,167.85714285714286
F du Plessis,AJ Tye,33,15,0,220.00000000000003
